시군구명,업소명,업종명,소재지도로명주소,연락처,객실수
고성군,코스트하우스팬션,민박,강원도 고성군 토성면 토성로92,033-632-7071,4
고성군,통일민박,민박,강원도 고성군 죽왕면 삼포민박촌길3,033-632-6385,4
고성군,파인로그펜션,펜션,강원도 고성군 토성면 풍곡1길 31,033-632-6363,24
고성군,비치타운민박,민박,강원도 고성군 죽왕면 삼포민박촌1길14-8,033-632-6325,4
고성군,지민박,민박,강원도 고성군 죽왕면 심층수길37,033-632-6120,1
고성군,히딩크하우스민박,민박,강원도 고성군 토성면 토성로65,033-632-6117,4
고성군,은혜민박,민박,강원도 고성군 토성면 천진주택1길11,033-632-6092,2
고성군,밀레니엄,민박,강원도 고성군 토성면 천진주택길2,033-632-6090,2
고성군,해변하우스,민박,강원도 고성군 토성면 천진해변길29,033-632-6020,4
고성군,의정부단골민박,민박,강원도 고성군 죽왕면 자작도선사길174,033-632-5776,1
고성군,희섬민박,민박,강원도 고성군 죽왕면 자작도선사길68,033-632-5775,2
고성군,삼해민박,민박,강원도 고성군 죽왕면 공현진길48-3,033-632-5761,2
고성군,바닷가민박,민박,강원도 고성군 죽왕면 공현진해변길103,033-632-5731,2
고성군,소라민박,민박,강원도 고성군 죽왕면 삼포민박촌길9,033-632-5729,2
고성군,한우리펜션민박,민박,강원도 고성군 죽왕면 삼포민박촌1길2-1,033-632-5724,4
고성군,고향민박,민박,강원도 고성군 죽왕면 삼포민박촌2길11,033-632-5706,4
고성군,벧엘민박,민박,강원도 고성군 토성면 토성로107,033-632-5331,1
고성군,성재민박,민박,강원도 고성군 토성면 봉포2길6,033-632-5221,3
고성군,미영슈퍼민박,민박,강원도 고성군 죽왕면 오호2길18-1,033-632-5029,1
고성군,드림민박,민박,강원도 고성군 죽왕면 동해대로5845,033-632-4484,1
고성군,고향민박,민박,강원도 고성군 죽왕면 오호길37,033-632-4363,2
고성군,강촌민박,민박,강원도 고성군 토성면 무릉도원로862,033-632-4261,3
고성군,금화민박,민박,강원도 고성군 토성면 천진5길8,033-632-3985,1
고성군,유진민박,민박,강원도 고성군 죽왕면 삼포민박촌길6,033-632-3277,2
속초시,갤러리아파크텔,민박,강원도 속초시 청봉로 213(설악동),033-632-3133,37
고성군,소나무집민박,민박,강원도 고성군 토성면 봉포1길7,033-632-2803,3
고성군,사계절민박,민박,강원도 고성군 토성면 천진해변길63,033-632-2743,2
고성군,새마을민박,민박,강원도 고성군 죽왕면 삼포민박촌2길7,033-632-2662,4
고성군,조나단민박,민박,강원도 고성군 죽왕면 자작도선사1길11-5,033-632-2510,3
고성군,편안한민박,민박,강원도 고성군 토성면 청간길22,033-632-2382,1
고성군,프리맨하우스,민박,강원도 고성군 토성면 학사촌길24,033-632-2174,2
고성군,여기쯤어떨까,민박,강원도 고성군 죽왕면 자작도선사1길7,033-632-1863,1
고성군,포도나무민박,민박,강원도 고성군 죽왕면 자작도선사길103,033-632-1863,1
고성군,선영이네민박,민박,강원도 고성군 토성면 토성로75,033-632-1590,4
고성군,동해민박,민박,강원도 고성군 토성면 교암2길2,033-632-1563,3
고성군,송포민박,민박,강원도 고성군 죽왕면 삼포민박촌길2길19-5,033-632-1243,1
고성군,말보로민박,민박,강원도 고성군 토성면 서신평1길46,033-632-1070,1
고성군,혜인민박,민박,강원도 고성군 죽왕면 오호1길15,033-632-1030,3
고성군,부자민박,민박,강원도 고성군 죽왕면 자작도선사1길19-4,033-632-0940,3
고성군,청기와민박,민박,강원도 고성군 죽왕면 삼포민박촌2길9,033-632-0755,1
고성군,해변민박,민박,강원도 고성군 죽왕면 공현진길44,033-632-0586,2
고성군,중앙민박,민박,강원도 고성군 토성면 봉포3길9,033-632-0540,2
고성군,정아네민박,민박,강원도 고성군 죽왕면 오호2길24,033-632-0506,2
고성군,이씨네민박,민박,강원도 고성군 죽왕면 자작도선사길106,033-632-0490,1
고성군,가족민박,민박,강원도 고성군 죽왕면 자작도선사1길8,033-632-0457,2
고성군,은미민박,민박,강원도 고성군 죽왕면 오호천길27-1,033-632-0436,1
고성군,옥희민박,민박,강원도 고성군 죽왕면 자작도선사길82,033-632-0417,1
고성군,훈민박,민박,강원도 고성군 죽왕면 심층수길45,033-632-0381,2
고성군,훈민박,민박,강원도 고성군 죽왕면 심층수길45,033-632-0381,2
고성군,자작도 일광민박,민박,강원도 고성군 죽왕면 송문길40,033-632-0373,2
고성군,솔밭민박,민박,강원도 고성군 죽왕면 자작도선사1길8-4,033-632-0302,3
고성군,다솜이네민박,민박,강원도 고성군 죽왕면 자작도선사1길8-8,033-632-0289,2
고성군,해변민박,민박,강원도 고성군 죽왕면 심층수길40-3,033-632-0285,4
고성군,공현진민박,민박,강원도 고성군 죽왕면 공현진길36,033-632-0275,1
고성군,백도바다마을민박,민박,강원도 고성군 죽왕면 문암항길39,033-632-0217,4
고성군,그린민박,민박,강원도 고성군 죽왕면 삼포민박촌1길8-4,033-632-0178,2
고성군,흰섬민박,민박,강원도 고성군 죽왕면 자작도선사1길11,033-632-0153,1
고성군,승학이네민박,민박,강원도 고성군 죽왕면 오호1길18,033-632-0149,2
고성군,성현민박,민박,강원도 고성군 죽왕면 백도해변길84,033-632-0140,2
고성군,꼭지민박,민박,강원도 고성군 죽왕면 오호길44,033-632-0120,1
고성군,해녀네민박,민박,강원도 고성군 죽왕면 백도해변길76-7,033-632-0107,1
고성군,갈매기민박,민박,강원도 고성군 죽왕면 문암항길49-1,033-632-0066,2
고성군,인정민박,민박,강원도 고성군 죽왕면 오호1길16,033-632-0057,2
고성군,자작도슈퍼민박,민박,강원도 고성군 죽왕면 자작도선사길94,033-632-0041,4
고성군,자작도슈퍼민박,민박,강원도 고성군 죽왕면 자작도선사1길19-2,033-632-0041,1
고성군,자작도민박,민박,강원도 고성군 죽왕면 자작도선사1길19-6,033-632-0033,3
고성군,네이플팬션,민박,강원도 고성군 토성면 토성로80,033-631-9918,4
고성군,오리엔트민박,민박,강원도 고성군 죽왕면 삼포민박촌2길27,033-631-9760,4
고성군,바다여행펜션휴민박,민박,강원도 고성군 토성면 토성로90,033-631-8999,4
고성군,동우네민박,민박,강원도 고성군 죽왕면 심층수길59-2,033-631-8771,3
고성군,청풍명월,민박,강원도 고성군 토성면 무릉도원로918,033-631-8394,1
고성군,장수민박,민박,강원도 고성군 토성면 토성로66,033-631-8023,4
고성군,동명민박,민박,강원도 고성군 토성면 봉포1길9,033-631-7881,4
고성군,타워민박,민박,강원도 고성군 죽왕면 오호2길16,033-631-7482,2
고성군,자작도향기민박,민박,강원도 고성군 죽왕면 자작도선사길88,033-631-6975,3
고성군,설희민박,민박,강원도 고성군 죽왕면 삼포민박촌길7,033-631-6240,3
고성군,페블비치팬션,민박,강원도 고성군 토성면 교암길20,033-631-5403,4
고성군,강호민박,민박,강원도 고성군 토성면 광포길9,033-631-4563,2
고성군,해맞이민박,민박,강원도 고성군 토성면 광포길7,033-631-4354,2
고성군,바다와민박,민박,강원도 고성군 죽왕면 천학정길69,033-631-3599,3
고성군,가리비민박,민박,강원도 고성군 토성면 아야진해변길25,033-631-2992,3
고성군,모하비펜션민박,민박,강원도 고성군 죽왕면 공현진해변길 95-3,033-631-2584,2
고성군,동광팬션,민박,강원도 고성군 토성면 동해대로4871,033-631-2403,4
고성군,푸른별비행사민박,민박,강원도 고성군 토성면 토성로81,033-631-2240,4
고성군,죽왕민박,민박,강원도 고성군 죽왕면 동해대로5902,033-631-2110,2
고성군,노마민박,민박,강원도 고성군 죽왕면 오호천길23,033-631-2034,3
고성군,히솝민박,민박,강원도 고성군 토성면 토성로86,033-631-1993,4
고성군,미영이네민박,민박,강원도 고성군 죽왕면 오호2길22,033-631-1679,1
죽왕면,성철이네민박,민박,강원도 죽왕면 오호1길17,033-631-1657,2
고성군,해돋이하우스민박,민박,강원도 고성군 토성면 천진해변길23,033-631-1321,1
정선군,88민박,민박,강원도 정선군 사북읍 사북중앙로 3,033-592-4040,3
정선군,가족민박,민박,강원도 정선군 고한읍 고토일길 15,033-592-3964,2
정선군,아침햇살민박,민박,강원도 정선군 고한읍 고한5길 9,033-591-8881,4
정선군,정선골민박,민박,강원도 정선군,033-591-8657,7
정선군,하이원원룸민박,민박,강원도 정선군 고한읍 고한2길 55,033-591-6715,4
정선군,상주민박,민박,강원도 정선군 고한읍 고한1길 22,033-591-5529,2
정선군,수명민박,민박,강원도 정선군 남면 약수길 356,033-591-2631,1
정선군,정선애팬션2,민박,강원도 정선군 남면 광락로 476-5,033-591-1929,2
정선군,고한민박,민박,강원도 정선군 고한읍 고한4길 7-6,033-591-1587,2
정선군,도원민박,민박,강원도 정선군 남면 무릉2로 25,033-591-1524,7
삼척시,죽화우민박,민박,강원도 삼척시 원덕읍 사곡길 255,033-576-1500,3
삼척시,솔향기가득한집,민박,강원도 삼척시 근덕면 삼척로 3874-29,033-575-0628,3
삼척시,궁촌레일바이크펜션,민박,강원도 삼척시 근덕면 공양왕길 43-21,033-575-0543,4
삼척시,궁촌바다민박,민박,강원도 삼척시 근덕면 궁촌해변길 121,033-574-9680,4
삼척시,바다와등대펜션,민박,강원도 삼척시 근덕면 궁촌해변길 135,033-574-9632,4
삼척시,부두민박,민박,강원도 삼척시 근덕면 궁촌해변길 129,033-574-9599,5
삼척시,바다마을민박,민박,강원도 삼척시 뒷나루길 287-29,033-574-5703,6
삼척시,궁촌해변민박,민박,강원도 삼척시 근덕면 궁촌해변길 71-3,033-574-2783,3
삼척시,서울민박,민박,강원도 삼척시 근덕면 삼척로 2739,033-574-2281,3
삼척시,가람내펜션,민박,강원도 삼척시 근덕면 내평길 212-8,033-573-9799,6
삼척시,킴스하우스,민박,강원도 삼척시 근덕면 상맹방길 555,033-573-9737,3
삼척시,삐삐민박,민박,강원도 삼척시 근덕면 상맹방길 553,033-573-9598,5
삼척시,덕풍계곡쉼터,민박,강원도 삼척시 가곡면 덕풍길 1045,033-573-9577,6
삼척시,귀밤나무민박,민박,강원도 삼척시 가곡면 덕풍길 241,033-573-9437,3
삼척시,상마읍민박,민박,강원도 삼척시 노곡면 문의재로 2088,033-573-9007,2
삼척시,모텔민박,민박,강원도 삼척시 원덕읍 임원항구로 15-103,033-573-7054,7
삼척시,붉은가시오가피민박,민박,강원도 삼척시 근덕면 덕산1길 71-4,033-573-7038,3
삼척시,계곡의별민박펜션,민박,강원도 삼척시 근덕면 양리길 325,033-573-6449,1
삼척시,동모산농원,민박,강원도 삼척시 근덕면 심방금계길 22-7,033-573-6428,3
삼척시,랏지민박,민박,강원도 삼척시 원덕읍 고포월천길 380-32,033-573-6421,1
삼척시,갯목민박,민박,강원도 삼척시 근덕면 덕산해변길 24,033-573-6016,5
삼척시,해송민박,민박,강원도 삼척시 원덕읍 삼척로 1132,033-573-5534,6
삼척시,봉교내민박,민박,강원도 삼척시 원덕읍 임원강변1길 12,033-573-5195,2
삼척시,장호바다민박,민박,강원도 삼척시 근덕면 장호1길 26-3,033-573-5149,5
삼척시,나그네민박,민박,강원도 삼척시 노곡면 문의재로 2893,033-573-5140,2
삼척시,동식민박,민박,강원도 삼척시 근덕면 용화해변길 44-1,033-573-4904,2
삼척시,할매민박,민박,강원도 삼척시 근덕면 부남해변길 37,033-573-4489,4
삼척시,덕산하얀민박,민박,강원도 삼척시 근덕면 덕산길 68,033-573-3631,3
삼척시,미조리민박,민박,강원도 삼척시 원덕읍 임원항구로 23,033-573-3588,4
삼척시,허브팬션,민박,강원도 삼척시 근덕면 용화안길 225,033-573-3212,6
삼척시,까치민박,민박,강원도 삼척시 근덕면 초곡2길 19,033-573-2520,7
삼척시,감생이민박,민박,강원도 삼척시 원덕읍 임원항구로 25-2,033-573-1947,5
삼척시,해당화민박,민박,강원도 삼척시 근덕면 용화길 11,033-573-1910,4
삼척시,솔바람민박,민박,강원도 삼척시 근덕면 덕산해안로 66-18,033-573-1606,5
삼척시,감나무민박,민박,강원도 삼척시 근덕면 방재로 334,033-573-1544,3
삼척시,홍가네민박,민박,강원도 삼척시 근덕면 부남해변길 49,033-573-1379,4
삼척시,봉선민박,민박,강원도 삼척시 근덕면 상맹방길 310-9,033-573-1247,5
삼척시,임원콘도민박,민박,강원도 삼척시 원덕읍 임원강변길 5,033-573-1175,5
삼척시,영곡민박,민박,강원도 삼척시 가곡면 덕풍길 28,033-573-0978,4
삼척시,솔향바날게스트하우스,민박,강원도 삼척시 근덕면 상맹방길310-33,033-573-0900,2
삼척시,해안민박,민박,강원도 삼척시 근덕면 장호항길 132,033-573-0788,1
삼척시,봄볕내리는날,민박,강원도 삼척시 노곡면 문의재로 2549,033-573-0332,2
삼척시,월천1리마을민박,민박,강원도 삼척시 원덕읍 고포월천길 396,033-572-9763,5
삼척시,해녀민박,민박,강원도 삼척시 원덕읍 갈남길 69-26,033-572-8986,7
삼척시,해녀민박,민박,강원도 삼척시 원덕읍 갈남길 75,033-572-8982,6
삼척시,콘도형고향민박,민박,강원도 삼척시 원덕읍 임원본촌길 17,033-572-7981,7
삼척시,오십천민박,민박,강원도 삼척시 미로면 동산길 63,033-572-7835,2
삼척시,용소골민박,민박,강원도 삼척시 가곡면 덕풍길 984-143,033-572-7622,3
삼척시,꽃밭거랑민박,민박,강원도 삼척시 가곡면 덕풍길 984-131,033-572-7622,2
삼척시,숙희민박,민박,강원도 삼척시 근덕면 초곡2길 22,033-572-7464,3
삼척시,미옥민박,민박,강원도 삼척시 근덕면 상맹방길 222,033-572-7442,1
삼척시,토봉민박,민박,강원도 삼척시 가곡면 덕풍길 984-99,033-572-7386,3
삼척시,덕풍민박,민박,강원도 삼척시 가곡면 덕풍길 1059,033-572-7380,7
삼척시,소금등대,민박,강원도 삼척시 근덕면 덕산1길 59-7,033-572-7379,5
삼척시,덕풍산장,민박,강원도 삼척시 가곡면 덕풍길 1085,033-572-7378,7
삼척시,조약돌민박,민박,강원도 삼척시 청옥로 4509,033-572-7342,2
삼척시,논골민박,민박,강원도 삼척시 가곡면 가곡천로 905-8,033-572-7140,3
삼척시,계곡민박,민박,강원도 삼척시 가곡면 풍곡안길 17-3,033-572-7130,5
삼척시,예서휴,민박,강원도 삼척시 원덕읍 삼척로 1861,033-572-7113,3
삼척시,여유로운 삶,민박,강원도 삼척시 원덕읍 사곡길 322,033-572-6724,4
삼척시,황토내음,민박,강원도 삼척시 원덕읍 사곡길 508-21,033-572-6655,2
삼척시,정류장민박,민박,강원도 삼척시 원덕읍 삼척로 381,033-572-6412,5
삼척시,미니슈퍼민박,민박,강원도 삼척시 원덕읍 호산1길 155,033-572-6371,4
삼척시,거성민박,민박,강원도 삼척시 원덕읍 고포월천길 273-22,033-572-6280,2
삼척시,소망민박,민박,강원도 삼척시 근덕면 초곡2길 9,033-572-6210,4
삼척시,옥순민박,민박,강원도 삼척시 근덕면 상맹방길 310-43,033-572-5992,1
삼척시,서원민박,민박,강원도 삼척시 원덕읍 산양서원1길 23,033-572-5939,2
삼척시,황토방민박,민박,강원도 삼척시 가곡면 청옥로 4473,033-572-5801,7
삼척시,용화민박,민박,강원도 삼척시 근덕면 용화해변길 38-5,033-572-5706,4
삼척시,경영민박,민박,강원도 삼척시 근덕면 상맹방길 310-65,033-572-5703,1
삼척시,진솔민박,민박,강원도 삼척시 원덕읍 갈남길 49-79,033-572-5625,4
삼척시,미선민박,민박,강원도 삼척시 근덕면 상맹방길 238,033-572-5548,1
삼척시,불이채민박,민박,강원도 삼척시 근덕면 덕산해안로 84,033-572-5391,5
삼척시,까치민박,민박,강원도 삼척시 원덕읍 임원항구로 29-68,033-572-5343,3
삼척시,돌고래민박,민박,강원도 삼척시 원덕읍 임원항구로 15-63,033-572-5332,3
삼척시,임원민박,민박,강원도 삼척시 원덕읍 임원항구로 29-50,033-572-5212,2
삼척시,충청도민박,민박,강원도 삼척시 원덕읍 임원본촌길 16-11,033-572-5208,3
삼척시,일신민박,민박,강원도 삼척시 원덕읍 삼척로 1224,033-572-5074,6
삼척시,해뜨는집,민박,강원도 삼척시 원덕읍 갈남길 49-9,033-572-4702,3
삼척시,솔내음민박,민박,강원도 삼척시 노곡면 문의재로 2942,033-572-4652,2
삼척시,옥이네하우스,민박,강원도 삼척시 근덕면 상맹방길 310-63,033-572-4464,2
삼척시,부남바다민박,민박,강원도 삼척시 근덕면 부남해변길 61,033-572-4439,5
삼척시,솔비치펜션민박,민박,강원도 삼척시 근덕면 삼척로 2210-11,033-572-4321,4
삼척시,유라민박,민박,강원도 삼척시 원덕읍 신남길 97,033-572-4309,3
삼척시,용화솔밭민박,민박,강원도 삼척시 근덕면 용화길 33-4,033-572-4306,7
삼척시,복수민박,민박,강원도 삼척시 근덕면 용화해변1길 34,033-572-4287,5
삼척시,우리민박,민박,강원도 삼척시 근덕면 용화길 23,033-572-4285,3
삼척시,남일네민박,민박,강원도 삼척시 근덕면 초곡2길 15,033-572-4284,5
삼척시,대박민박,민박,강원도 삼척시 원덕읍 신남1길 15,033-572-4249,2
삼척시,삼동민박,민박,강원도 삼척시 원덕읍 신남길 89,033-572-4248,3
삼척시,해오름민박,민박,강원도 삼척시 원덕읍 신남길 117,033-572-4241,5
삼척시,초록민박,민박,강원도 삼척시 근덕면 용화길 34-7,033-572-4236,3
삼척시,진희네민박,민박,강원도 삼척시 근덕면 용화길 16-7,033-572-4221,1
삼척시,해돋이민박,민박,강원도 삼척시 원덕읍 갈남길 44,033-572-4211,3
삼척시,푸른민박,민박,강원도 삼척시 근덕면 용화길 15-4,033-572-4208,4
삼척시,장호항콘도식민박,민박,강원도 삼척시 근덕면 장호항길 49,033-572-4204,6
삼척시,윤씨네민박,민박,강원도 삼척시 근덕면 초곡2길 16-2,033-572-4192,3
삼척시,문암민박,민박,강원도 삼척시 근덕면 초곡2길 30,033-572-4191,5
삼척시,해향민박,민박,강원도 삼척시 근덕면 용화해변길 62-22,033-572-4173,6
삼척시,용화바다민박,민박,강원도 삼척시 근덕면 용화해변길 50,033-572-4142,7
삼척시,장미민박,민박,강원도 삼척시 근덕면 삼척로 2214,033-572-4140,4
삼척시,연선민박,민박,강원도 삼척시 근덕면 용화해변1길 6-34,033-572-4135,6
삼척시,이모민박,민박,강원도 삼척시 원덕읍 갈남길 76,033-572-4116,3
삼척시,성일민박,민박,강원도 삼척시 근덕면 용화해변길 12,033-572-4100,3
삼척시,연하민박,민박,강원도 삼척시 근덕면 용화해변1길 38,033-572-4098,3
삼척시,용화해변펜션,민박,강원도 삼척시 근덕면 용화해변길 18,033-572-4086,4
삼척시,기와집민박,민박,강원도 삼척시 근덕면 용화해변1길 12,033-572-4078,3
삼척시,강원민박,민박,강원도 삼척시 원덕읍 갈남길 72-8,033-572-4035,5
삼척시,강원민박,민박,강원도 삼척시 원덕읍 갈남길 72-8,033-572-4035,3
삼척시,종국민박,민박,강원도 삼척시 근덕면 덕산1길 59-17,033-572-3991,7
삼척시,삼동민박,민박,강원도 삼척시 근덕면 상맹방길 398-5,033-572-3976,1
삼척시,은실민박,민박,강원도 삼척시 근덕면 덕산길 32,033-572-3654,5
삼척시,순흥민박,민박,강원도 삼척시 근덕면 하맹방리 18-1,033-572-3653,5
삼척시,작은집민박,민박,강원도 삼척시 근덕면 덕산3길 8,033-572-3633,5
삼척시,까만지붕민박,민박,강원도 삼척시 근덕면 덕산3길 7,033-572-3632,4
삼척시,덕산솔밭민박,민박,강원도 삼척시 근덕면 덕산길 23,033-572-3631,4
삼척시,현아민박,민박,강원도 삼척시 근덕면 상맹방길 230,033-572-3605,4
삼척시,세은펜션민박,민박,강원도 삼척시 근덕면 상맹방길 234,033-572-3604,5
삼척시,99민박,민박,강원도 삼척시 근덕면 상맹방길 559,033-572-3542,1
삼척시,나래네민박,민박,강원도 삼척시 근덕면 하맹방2길 22,033-572-3509,3
삼척시,창수네민박,민박,강원도 삼척시 근덕면 덕산길 63-14,033-572-3471,4
삼척시,처가민박,민박,강원도 삼척시 근덕면 덕산길 52,033-572-3470,3
삼척시,하나민박,민박,강원도 삼척시 근덕면 덕산길 41,033-572-3466,5
삼척시,바다민박,민박,강원도 삼척시 근덕면 덕산해변1길 98,033-572-3465,4
삼척시,부산민박,민박,강원도 삼척시 근덕면 하맹방2길 8,033-572-3448,5
삼척시,바다민박,민박,강원도 삼척시 근덕면 하맹방길 56-93,033-572-3410,5
삼척시,연봉민박,민박,강원도 삼척시 근덕면 하맹방길 75,033-572-3372,3
삼척시,일출민박,민박,강원도 삼척시 근덕면 하맹방길 76-30,033-572-3357,4
삼척시,쌀집민박,민박,강원도 삼척시 근덕면 덕산길 57,033-572-3234,3
삼척시,들꽃민박,민박,강원도 삼척시 근덕면 용화안길 225,033-572-3212,6
삼척시,쌍둥이민박,민박,강원도 삼척시 근덕면 덕산1길 59-8,033-572-3181,7
삼척시,순자민박,민박,강원도 삼척시 근덕면 용화해변길 34-4,033-572-3109,3
삼척시,토담민박,민박,강원도 삼척시 근덕면 장호길 39,033-572-2831,5
삼척시,그린향,민박,강원도 삼척시 근덕면 용화안길 81-6,033-572-2202,6
삼척시,해송민박,민박,강원도 삼척시 근덕면 하맹방2길 35-4,033-572-2138,6
삼척시,고향민박,민박,강원도 삼척시 가곡면 덕풍길 1067,033-572-2133,4
삼척시,등대민박,민박,강원도 삼척시 근덕면 용화길 10,033-572-1751,4
삼척시,얼음민박,민박,강원도 삼척시 근덕면 덕산1길 85,033-572-1611,3
삼척시,원룸민박,민박,강원도 삼척시 근덕면 덕산길 29,033-572-0906,4
삼척시,명신민박,민박,강원도 삼척시 근덕면 초곡길 339,033-572-0833,6
삼척시,사계절민박,민박,강원도 삼척시 근덕면 부남해변길 32-53,033-572-0608,5
삼척시,해오름민박,민박,강원도 삼척시 근덕면 상맹방길 310-57,033-572-0606,4
정선군,서울팬션민박,민박,강원도 정선군 여량면 노추산로 854,033-563-8772,3
강릉시,송죽팬션,민박,강원도 강릉시 왕산면 노추산로 570,033-563-3592,4
정선군,샛별민박,민박,강원도 정선군 임계면 송계10길 16,033-563-1221,3
정선군,버섯마을민박,민박,강원도 정선군 임계면 서동로 4497,033-563-0054,5
정선군,장평상회민박,민박,강원도 정선군 북평면 오대천로 329,033-562-9587,3
정선군,목  향,민박,강원도 정선군 북평면 오대천로 437,033-562-9587,5
정선군,화표동민박,민박,강원도 정선군,033-562-8808,5
정선군,조양강황토펜션,민박,강원도 정선군 정선읍 동강로 2498-3,033-562-6956,5
정선군,문래산농박,민박,강원도 정선군 임계면 백두대간로 446,033-562-6849,5
정선군,부흥민박,민박,강원도 정선군 임계면 구미정길 457,033-562-6649,4
정선군,깊은산속민박,민박,강원도 정선군 북평면 숙암장재터길 117,033-562-5525,6
정선군,사계절펜션,민박,강원도 정선군 임계면 내도전길 99,033-562-5289,2
정선군,마산재민박,민박,강원도 정선군 여량면 마산재길 3,033-562-4457,3
정선군,미스터박펜션,민박,강원도 정선군 여량면 노추산로 864,033-562-3700,5
정선군,명산식당민박,민박,강원도 정선군 화암면 그림바위길 76,033-562-2106,4
정선군,아우라지민박,민박,강원도 정선군 여량면 여량3길 89-12,033-562-1966,2
정선군,송화민박,민박,강원도 정선군 화암면 화암동굴길 12-22,033-562-1761,6
삼척시,댓재민박,민박,강원도 삼척시 하장면 두타로 680,033-554-1123,4
삼척시,송죽민박,민박,강원도 삼척시 하장면 백두대간로 2900,033-553-6747,6
삼척시,당골통나무민박,민박,강원도 삼척시 하장면 중봉당골길 254-25,033-553-3943,3
삼척시,서울민박,민박,강원도 삼척시 하장면 중봉당골길 496-11,033-552-9390,3
삼척시,벌뒤민박,민박,강원도 삼척시 하장면 중봉당골길 459,033-552-3574,3
삼척시,솔밭민박,민박,강원도 삼척시 하장면 중봉당골길 437,033-552-1994,3
삼척시,산골민박,민박,강원도 삼척시 도계읍 문의재로 1172,033-552-1607,4
삼척시,7월의아침,민박,강원도 삼척시 도계읍 신리2길 189-19,033-552-1593,1
삼척시,덕암민박,민박,강원도 삼척시 하장면 벌문재로 1194,033-552-0268,2
삼척시,대이민박,민박,강원도 삼척시 신기면 환선로 178-16,033-541-9999,7
삼척시,영흥쉼터민박,민박,강원도 삼척시 신기면 환선로 286,033-541-9682,5
삼척시,산내들민박,민박,강원도 삼척시 신기면 고무릉길 75-86,033-541-9292,4
삼척시,대금민박,민박,강원도 삼척시 신기면 환선로 149,033-541-6938,6
삼척시,무릉산장민박,민박,강원도 삼척시 신기면 고무릉길 42-11,033-541-6625,5
삼척시,도원민박,민박,강원도 삼척시 도계읍 도계로 309-14,033-541-6301,4
삼척시,환선굴고사리집,민박,강원도 삼척시 신기면 환선로 161-8,033-541-5558,3
삼척시,황토정민박,민박,강원도 삼척시 신기면 환선로 167,033-541-4567,6
삼척시,굴밤나무민박,민박,강원도 삼척시 신기면 환선로 476,033-541-3900,6
삼척시,서하콘도식민박,민박,강원도 삼척시 신기면 환선로 206,033-541-2409,4
삼척시,형제민박,민박,강원도 삼척시 신기면 환선로 204,033-541-2309,3
삼척시,한성민박,민박,강원도 삼척시 신기면 고무릉길 18,033-541-1804,6
삼척시,가마두에민박,민박,강원도 삼척시 신기면 고무릉길 14,033-541-1760,6
삼척시,콘도형민박,민박,강원도 삼척시 신기면 환선로 537,033-541-1638,3
삼척시,관음굴민박,민박,강원도 삼척시 신기면 환선로 774,033-541-1624,4
삼척시,환선민박,민박,강원도 삼척시 신기면 환선로 550,033-541-1592,1
삼척시,반석콘도민박,민박,강원도 삼척시 신기면 환선로 185,033-541-1577,6
삼척시,골말민박,민박,강원도 삼척시 신기면 환선로 868-5,033-541-1554,7
삼척시,태흥민박,민박,강원도 삼척시 신기면 환선로 778,033-541-1552,6
삼척시,동굴민박,민박,강원도 삼척시 신기면 환선로 535,033-541-1517,3
삼척시,고무릉민박,민박,강원도 삼척시 신기면 환선로 264,033-541-1097,4
삼척시,정원,민박,강원도 삼척시 신기면 환선로 137,033-541-0212,5
강릉시,황토원룸 민박,민박,강원도 강릉시 옥계면 황지미길 5,033-535-6554,2
강릉시,동굴민박,민박,강원도 강릉시 옥계면 산계길 949,033-535-4266,4
동해시,등대오름길펜션,펜션,강원도 동해시 일출로 97 (묵호진동),033-535-1717,8
동해시,무릉일가,민박,강원도 동해시 삼화로 527-5 (삼화동),033-534-9822,6
동해시,무릉도원,민박,강원도 동해시 삼화로 525-3 (삼화동),033-534-9672,3
동해시,청옥식당,민박,강원도 동해시 삼화로 518-5 (삼화동),033-534-9198,3
동해시,영진민박,민박,강원도 동해시 삼화로 527-5 (삼화동),033-534-9116,3
동해시,동해식당민박,민박,강원도 동해시 삼화로 525-5 (삼화동),033-534-9061,3
동해시,계곡식당,민박,강원도 동해시 삼화로 516-4 (삼화동),033-534-8954,3
동해시,용추폭포식당,민박,강원도 동해시 삼화로 516-6 (삼화동),033-534-8393,3
동해시,3호식당,민박,강원도 동해시 삼화로 518-4 (삼화동),033-534-8391,3
동해시,무릉반석,민박,강원도 동해시 삼화로 527-4 (삼화동),033-534-8382,3
동해시,잎새바람,민박,강원도 동해시 이기로 319 (이기동),033-534-7873,5
동해시,조은민박,민박,강원도 동해시 터일길 48 (심곡동),033-534-7540,2
동해시,보리밭,민박,강원도 동해시 삼화로 527-2 (삼화동),033-534-7051,7
동해시,왕성식당,민박,강원도 동해시 삼화로 525-5 (삼화동),033-534-7047,3
동해시,"망상펜션(구,망상바다민박)",민박,강원도 동해시 동해대로 6270-18 (망상동),033-534-6698,5
동해시,해맞이민박,민박,강원도 동해시 석두골길 1 (망상동),033-534-6659,8
동해시,윤씨네민박,민박,강원도 동해시 터일길 127 (망상동),033-534-6644,7
동해시,"바다사랑민박(구,옹셀민박)",민박,강원도 동해시 망상길 51-2 (망상동),033-534-6508,5
동해시,도요펜션,펜션,강원도 동해시 어달1길 1 (어달동),033-534-3929,8
